"Tabell 4A: Döda juli-december 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
F10-F19,"Psykiska störningar och beteendestörningar orsakade av psykoaktiva substanser",Kv,35,-,-,-,-,-,-,-,-,1,-,-,-,6,5,6,4,2,7,2,1,1
,,M,91,-,-,-,-,-,-,-,1,2,1,2,6,6,8,15,21,18,7,2,-,2
F10.1,"Psykiska störningar och beteendestörningar orsakade av alkohol-Skadligt bruk",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,5,-,1,-
,,M,23,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,8,7,3,1,-,-
F10.2,"Psykiska störningar och beteendestörningar orsakade av alkohol-Beroendesyndrom",Kv,16,-,-,-,-,-,-,-,-,1,-,-,-,5,4,3,1,-,1,-,-,1
,,M,39,-,-,-,-,-,-,-,-,2,1,1,3,5,6,10,5,4,1,-,-,1
F10.4,"Psykiska störningar och beteendestörningar orsakade av alkohol-Abstinens med delirium",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
F10.6,"Psykiska störningar och beteendestörningar orsakade av alkohol-Amnesisyndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
F10.7,"Psykiska störningar och beteendestörningar orsakade av alkohol-Psykotisk störning som resttillstånd eller med sen debut",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,2,-,-
,,M,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,6,3,1,-,-
F10.9,"Psykiska störningar och beteendestörningar orsakade av alkohol-Psykisk störning och beteendestörning, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F17.9,"Psykisk störning och beteendestörning orsakad av tobak, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
F19.1,"Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser-Skadligt bruk",M,3,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-
F19.2,"Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser-Beroendesyndrom",M,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-
F20-F29,"Schizofreni, schizotypa störningar och vanföreställningssyndrom",Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,2,2,1,2,2
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,1,-,-
F20.2,"Kataton schizofreni",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
F20.5,"Schizofrent resttillstånd",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-
F20.9,"Schizofreni, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
F22.0,Vanföreställningssyndrom,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,2,2
F25.9,"Schizoaffektivt syndrom, ospecificerat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F29,"Ospecificerad icke organisk psykos",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F30-F39,Förstämningssyndrom,Kv,24,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,4,9,4,3
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,1,-
F31.9,"Bipolär sjukdom, ospecificerad",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,4,1,1
F32.9,"Depressiv episod, ospecificerad",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,5,2,2
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,1,-
F33.9,"Recidiverande depression, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F34.1,Dystymi,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F40-F48,"Neurotiska, stressrelaterade och somatoforma syndrom",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F41.1,"Generaliserat ångestsyndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F41.2,"Blandade ångest- och depressionstillstånd",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F41.9,"Ångesttillstånd, ospecificerat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F50-F59,"Beteendestörningar förenade med fysiologiska rubbningar och fysiska faktorer",Kv,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
F50.0,"Anorexia nervosa",Kv,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
F70-F79,"Psykisk utvecklingsstörning",Kv,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-
F73.9,"Grav psykisk utvecklingsstörning-Utan uppgift om beteendestörning",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
F79.9,"Ospecificerad psykisk utvecklingsstörning-Utan uppgift om beteendestörning",Kv,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
F99-F99,"Ospecificerad psykisk störning",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F99,"Psykisk störning ej specificerad på annat sätt",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"G00-G99","KAP VI. SJUKDOMAR I NERVSYSTEMET",Kv,1556,-,1,2,-,-,2,2,1,2,3,4,5,22,28,55,117,203,311,371,316,111
,,M,1109,2,-,1,1,1,4,3,4,2,5,11,9,22,28,55,123,206,263,220,117,32
G00-G09,"Inflammatoriska sjukdomar i centrala nervsystemet",Kv,5,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,2,-,-,-,1,-
,,M,11,-,-,-,-,-,-,1,-,-,-,-,-,2,-,2,2,3,-,1,-,-
G00.9,"Bakteriell meningit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G03.9,"Meningit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-
G04.0,"Akut disseminerad encefalit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G04.9,"Encefalit, myelit och encefalomyelit, ospecificerad",Kv,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-
G06.1,"Intraspinal abscess och intraspinalt granulom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G06.2,"Extradural och subdural abscess, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G08,"Flebit och tromboflebit i skallens och ryggradskanalens venösa hålrum",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
G09,"Sena effekter av inflammatoriska sjukdomar i centrala nervsystemet",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
G10-G14,"Systemiska atrofier som primärt engagerar centrala nervsystemet",Kv,94,-,-,-,-,-,-,-,-,1,-,1,3,7,7,15,24,20,10,6,-,-
,,M,111,1,-,-,-,-,-,1,1,1,1,6,6,9,9,15,18,20,16,5,2,-
G10,"Huntingtons sjukdom",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,1,2,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-
G11.1,"Cerebellär ataxi med tidig debut",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
G11.4,"Hereditär spastisk parapares",M,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
G11.8,"Andra specificerade hereditära ataxier",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
G11.9,"Hereditär ataxi, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G12.0,"Infantil spinal muskelatrofi, typ I [Werdnig-Hoffman]",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G12.2,Motorneuronsjukdom,Kv,83,-,-,-,-,-,-,-,-,1,-,1,3,6,7,14,21,19,7,4,-,-
,,M,99,-,-,-,-,-,-,1,1,1,-,6,4,8,9,14,18,17,13,5,2,-
G12.9,"Spinal muskelatrofi, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G14,Postpoliosyndrom,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G20-G26,"Basalgangliesjukdomar och rörelserubbningar",Kv,181,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,21,33,49,39,28,5
,,M,263,-,-,-,-,-,-,-,-,-,-,-,-,2,6,10,33,69,72,56,14,1
G20,"Parkinsons sjukdom",Kv,158,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,17,25,42,38,28,5
,,M,224,-,-,-,-,-,-,-,-,-,-,-,-,-,4,6,25,61,61,53,13,1
G21.0,"Malignt neuroleptikasyndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G21.1,"Annan läkemedelsutlöst sekundär parkinsonism",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G21.4,"Vaskulär parkinsonism",M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-
G21.8,"Annan sekundär parkinsonism",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G21.9,"Sekundär parkinsonism, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G23.1,"Progressiv supranukleär oftalmoplegi [Steele-Richardson-Olszewski]",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,-,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,2,1,-,-
G23.2,"Multipel systematrofi, parkinsontyp [MSA-P]",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,1,1,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,3,-,1,-
G23.3,"Multipel systematrofi, cerebellär typ [MSA-C]",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-
G23.8,"Andra specificerade degenerativa sjukdomar i basala ganglierna",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,3,1,1,-,-
G23.9,"Degenerativ sjukdom i basala ganglierna, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
G24.9,"Dystoni, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G25.5,"Annan korea",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G25.9,"Basalgangliesjukdom och rörelserubbning, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G30-G32,"Andra degenerativa sjukdomar i nervsystemet",Kv,1167,-,-,-,-,-,-,-,-,-,-,-,-,3,9,27,57,132,241,315,280,103
,,M,611,-,-,-,-,-,-,-,-,-,-,-,-,2,7,18,49,100,159,147,98,31
G30.0,"Alzheimers sjukdom med tidig debut",Kv,38,-,-,-,-,-,-,-,-,-,-,-,-,2,7,16,8,5,-,-,-,-
,,M,21,-,-,-,-,-,-,-,-,-,-,-,-,-,6,11,4,-,-,-,-,-
G30.1,"Alzheimers sjukdom med sen debut",Kv,440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11,44,89,128,119,47
,,M,214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,28,57,64,38,12
G30.8,"Annan specificerad form av Alzheimers sjukdom",Kv,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,5,6,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,-
G30.9,"Alzheimers sjukdom, ospecificerad",Kv,605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,28,64,133,170,154,54
,,M,291,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,21,49,79,71,52,18
G31.0,"Lokaliserad hjärnatrofi",Kv,34,-,-,-,-,-,-,-,-,-,-,-,-,1,2,6,8,10,3,3,1,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,3,1,2,-,-
G31.2,"Degeneration i nervsystemet orsakad av alkohol",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
G31.8,"Andra specificerade degenerativa sjukdomar i nervsystemet",Kv,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,8,9,9,-,2
,,M,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,8,19,16,7,6,1
G31.9,"Degenerativ sjukdom i nervsystemet, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,1,-,-
G35-G37,"Myelinförstörande sjukdomar i centrala nervsystemet",Kv,37,-,-,-,-,-,-,-,-,-,-,-,-,5,7,7,5,7,4,1,1,-
,,M,23,-,-,-,-,-,-,-,-,-,-,2,-,1,-,5,8,4,1,1,1,-
G35,"Multipel skleros",Kv,35,-,-,-,-,-,-,-,-,-,-,-,-,4,7,6,5,7,4,1,1,-
,,M,23,-,-,-,-,-,-,-,-,-,-,2,-,1,-,5,8,4,1,1,1,-
G37.2,"Central pontin myelinolys",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
G40-G47,"Episodiska och paroxysmala sjukdomar",Kv,24,-,1,-,-,-,2,-,-,-,-,1,1,2,-,-,2,3,5,5,1,1
,,M,33,-,-,-,-,-,1,1,2,-,3,2,2,2,3,-,5,4,4,3,1,-
G40.3,"Generaliserad idiopatisk epilepsi och epileptiska syndrom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G40.4,"Annan generaliserad epilepsi och andra epileptiska syndrom",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G40.9,"Epilepsi, ospecificerad",Kv,15,-,1,-,-,-,2,-,-,-,-,-,1,1,-,-,2,-,4,3,-,1
,,M,21,-,-,-,-,-,1,-,2,-,2,2,2,2,1,-,3,-,4,1,1,-
G41.0,"Status epilepticus av grand mal-typ",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G41.9,"Status epilepticus, ospecificerat",Kv,7,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,2,1,-
,,M,8,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,1,3,-,1,-,-
G45.9,"Transitorisk cerebral ischemisk attack, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G47.3,Sömnapnésyndrom,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G50-G59,"Sjukdomar i nerver, nervrötter och nervplexus",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G50.0,Trigeminusneuralgi,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G60-G64,"Polyneuropatier (samtidig sjukdom i flera perifera nerver) och andra sjukdomar i perifera nervsystemet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,3,3,-,-
G60.0,"Hereditär motorisk och sensorisk neuropati",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G60.3,"Idiopatisk progressiv neuropati",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G61.0,"Guillain-Barrés syndrom",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
G61.9,"Inflammatorisk polyneuropati, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G62.0,"Läkemedelsutlöst polyneuropati",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G62.9,"Polyneuropati, ospecificerad",M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,-,-
G70-G73,"Neuromuskulära transmissionsrubbningar (rubbningar i överföring av impulser mellan nerver och muskler) och sjukdomar i muskler",Kv,14,-,-,-,-,-,-,-,-,1,1,1,-,2,1,1,2,1,2,1,1,-
,,M,13,1,-,-,-,-,2,-,-,1,-,1,-,3,1,1,-,1,1,-,1,-
G70.0,"Myasthenia gravis",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G71.0,Muskeldystrofi,Kv,6,-,-,-,-,-,-,-,-,1,-,1,-,1,1,1,-,-,-,-,1,-
,,M,3,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G71.1,"Myotona sjukdomar",Kv,4,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-
,,M,5,-,-,-,-,-,-,-,-,1,-,-,-,2,1,-,-,1,-,-,-,-
G71.2,"Medfödda myopatier",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G71.3,"Mitokondriell myopati som ej klassificeras på annan plats",M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
G72.0,"Läkemedelsutlöst myopati",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G72.1,"Alkoholutlöst myopati",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
G72.8,"Andra specificerade myopatier",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G80-G83,"Cerebral pares och andra förlamningssyndrom",Kv,15,-,-,2,-,-,-,1,1,-,1,-,1,2,2,-,2,2,-,1,-,-
,,M,15,-,-,1,-,1,1,-,1,-,-,-,1,-,2,2,3,-,1,2,-,-
G80.0,"Spastisk tetraplegisk cerebral pares",Kv,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
G80.1,"Spastisk diplegisk cerebral pares",Kv,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G80.3,"Dyskinetisk cerebral pares",M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G80.9,"Cerebral pares, ospecificerad",Kv,8,-,-,1,-,-,-,1,-,-,-,-,1,2,1,-,-,1,-,1,-,-
,,M,10,-,-,1,-,-,1,-,-,-,-,-,1,-,2,1,1,-,1,2,-,-
G82.1,"Spastisk parapares",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G82.2,"Parapares, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G82.5,"Tetrapares, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
G90-G99,"Andra sjukdomar i nervsystemet",Kv,17,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,5,-,3,3,2
,,M,20,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,4,5,6,2,-,-
G90.9,"Sjukdom i autonoma nervsystemet, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G91.2,Normaltryckshydrocefalus,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-
G91.8,"Annan specificerad hydrocefalus",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G91.9,"Hydrocefalus, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G93.1,"Anoxisk hjärnskada som ej klassificeras på annan plats",Kv,5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,1,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,2,-,-,-
G93.4,"Encefalopati, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
G93.6,Hjärnödem,M,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G93.9,"Hjärnsjukdom, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G95.0,"Syringomyeli och syringobulbi",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G98,"Andra sjukdomar i nervsystemet som ej klassificeras annorstädes",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
"H00-H59","KAP VII. SJUKDOMAR I ÖGAT OCH NÄRLIGGANDE ORGAN",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
H15-H22,"Sjukdomar i senhinnan, hornhinnan, regnbågshinnan och ciliarkroppen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
H16.9,"Keratit, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"H60-H95","KAP VIII. SJUKDOMAR I ÖRAT OCH MASTOIDUTSKOTTET",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
H80-H83,"Sjukdomar i innerörat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
H81.0,"Ménières sjukdom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"I00-I99","KAP IX. CIRKULATIONSORGANENS SJUKDOMAR",Kv,6487,1,-,-,1,-,1,2,1,4,9,17,24,57,97,165,351,568,892,1429,1681,1187
,,M,6348,1,1,-,1,2,2,4,5,8,20,42,86,147,235,390,651,937,1084,1224,1057,451
I05-I09,"Kroniska reumatiska hjärtsjukdomar",Kv,19,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,3,8,3,1
,,M,19,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,5,3,8,-,-
I05.0,Mitralisstenos,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I05.2,"Mitralisstenos med mitralisinsufficiens",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I05.8,"Andra mitralisklaffel",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I05.9,"Mitralisklaffel, ospecificerat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,1,-,-
I07.1,Trikuspidalisinsufficiens,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-
I08.0,"Sjukdomar i både mitralis- och aortaklaffar",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1
,,M,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-
I08.1,"Sjukdomar i både mitralis- och trikuspidalisklaffar",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
