"Tabell4A:Dödajanuari-juni2021efterunderliggandedödsorsakenligtICD:sdetaljlista,könochålder.Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
F17.9,"Psykisk störning och beteendestörning orsakad av tobak, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,1,-,-
F19.1,Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser-Skadligt bruk,M,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
F19.2,Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser-Beroendesyndrom,M,3,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-
F20-F29,"Schizofreni, schizotypa störningar och vanföreställningssyndrom",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,1,-,3,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,2,1,2,1,-,1
F20.0,Paranoid schizofreni,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
F20.2,Kataton schizofreni,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F20.5,Schizofrent resttillstånd,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
F20.9,"Schizofreni, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-
F22.0,Vanföreställningssyndrom,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
F25.9,"Schizoaffektivt syndrom, ospecificerat",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-
F29,Ospecificerad icke organisk psykos,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
F30-F39,Förstämningssyndrom,Kv,26,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,2,2,5,6,8
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,4,-,2
F30.9,"Manisk episod, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
F31.9,"Bipolär sjukdom, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F32.2,Svår depressiv episod utan psykotiska symtom,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F32.9,"Depressiv episod, ospecificerad",Kv,18,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,4,4,8
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,-,1
F33.9,"Recidiverande depression, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-
F40-F48,"Neurotiska, stressrelaterade och somatoforma syndrom",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2
F41.2,Blandade ångest- och depressionstillstånd,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
F41.9,"Ångesttillstånd, ospecificerat",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
F43.2,Anpassningsstörning,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F50-F59,Beteendestörningar förenade med fysiologiska rubbningar och fysiska faktorer,Kv,3,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-
F50.0,Anorexia nervosa,Kv,3,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-
F70-F79,Psykisk utvecklingsstörning,Kv,8,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,2,1,1,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,-,-,-
F71.9,Medelsvår psykisk utvecklingsstörning-Utan uppgift om beteendestörning,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F72.9,Svår psykisk utvecklingsstörning-Utan uppgift om beteendestörning,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
F73.0,Grav psykisk utvecklingsstörning-Med uppgift om ingen eller minimal beteendestörning,Kv,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
F73.9,Grav psykisk utvecklingsstörning-Utan uppgift om beteendestörning,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
F79.9,Ospecificerad psykisk utvecklingsstörning-Utan uppgift om beteendestörning,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
F80-F89,Störningar av psykisk utveckling,Kv,3,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
F84.0,Autism i barndomen,M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
F84.2,Retts syndrom,Kv,3,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
F99-F99,Ospecificerad psykisk störning,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F99,Psykisk störning ej specificerad på annat sätt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G00-G99,KAP VI. SJUKDOMAR I NERVSYSTEMET,Kv,1546,-,1,2,1,1,2,1,1,3,5,4,7,17,26,48,127,214,294,338,324,130
,,M,1145,4,1,2,1,2,3,5,2,8,2,5,13,17,37,70,124,239,221,222,139,28
G00-G09,Inflammatoriska sjukdomar i centrala nervsystemet,Kv,19,-,1,-,-,-,-,1,-,-,-,1,1,1,-,3,2,1,4,2,2,-
,,M,12,-,-,-,-,-,-,-,-,1,-,-,-,1,-,3,1,2,2,1,1,-
G00.1,Meningit orsakad av pneumokocker,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,-
G00.9,"Bakteriell meningit, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G03.9,"Meningit, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-
G04.8,"Annan specificerad encefalit, myelit och encefalomyelit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,1,-
G04.9,"Encefalit, myelit och encefalomyelit, ospecificerad",Kv,5,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,2,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G06.0,Intrakraniell abscess och intrakraniellt granulom,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
G06.2,"Extradural och subdural abscess, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G08,Flebit och tromboflebit i skallens och ryggradskanalens venösa hålrum,Kv,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-
G09,Sena effekter av inflammatoriska sjukdomar i centrala nervsystemet,Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G10-G14,Systemiska atrofier som primärt engagerar centrala nervsystemet,Kv,81,-,-,-,-,-,1,-,-,-,4,1,1,3,8,12,16,22,7,4,2,-
,,M,108,2,-,-,-,-,-,1,-,1,1,1,3,4,16,15,22,19,11,6,5,1
G10,Huntingtons sjukdom,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,-,-,-
,,M,12,-,-,-,-,-,-,-,-,1,-,-,-,1,2,4,2,1,-,-,1,-
G11.1,Cerebellär ataxi med tidig debut,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G11.3,Cerebellär ataxi med defekt DNA-reparation,M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G11.4,Hereditär spastisk parapares,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G11.9,"Hereditär ataxi, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
G12.0,"Infantil spinal muskelatrofi, typ I [Werdnig-Hoffman]",M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G12.1,Annan hereditär spinal muskelatrofi,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G12.2,Motorneuronsjukdom,Kv,74,-,-,-,-,-,1,-,-,-,4,1,1,3,8,11,13,21,6,3,2,-
,,M,85,-,-,-,-,-,-,-,-,-,1,1,3,3,14,10,17,17,11,5,2,1
G14,Postpoliosyndrom,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-
G20-G26,Basalgangliesjukdomar och rörelserubbningar,Kv,195,-,-,1,-,-,-,-,-,-,-,-,-,2,2,3,16,41,52,56,20,2
,,M,265,-,-,-,-,-,-,-,-,-,-,-,1,-,6,8,34,74,68,48,23,3
G20,Parkinsons sjukdom,Kv,166,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,10,33,46,54,18,2
,,M,225,-,-,-,-,-,-,-,-,-,-,-,1,-,2,8,27,64,54,45,21,3
G21.4,Vaskulär parkinsonism,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,1,-
G21.9,"Sekundär parkinsonism, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G23.0,Hallervorden-Spatz sjukdom,Kv,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G23.1,Progressiv supranukleär oftalmoplegi [Steele-Richardson-Olszewski],Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,2,1,-,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,4,3,-,-,-
G23.2,"Multipel systematrofi, parkinsontyp [MSA-P]",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,2,-,-,-
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,2,1,1,-,-
G23.3,"Multipel systematrofi, cerebellär typ [MSA-C]",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
G23.8,Andra specificerade degenerativa sjukdomar i basala ganglierna,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,1,-
,,M,12,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,2,5,-,1,-
G23.9,"Degenerativ sjukdom i basala ganglierna, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
G25.9,"Basalgangliesjukdom och rörelserubbning, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G30-G32,Andra degenerativa sjukdomar i nervsystemet,Kv,1112,-,-,1,-,-,-,-,-,-,-,-,2,4,11,18,72,122,210,263,286,123
,,M,602,-,-,1,-,-,-,1,-,-,-,1,-,1,6,21,46,116,128,154,106,21
G30.0,Alzheimers sjukdom med tidig debut,Kv,43,-,-,-,-,-,-,-,-,-,-,-,1,3,7,11,14,7,-,-,-,-
,,M,23,-,-,-,-,-,-,-,-,-,-,-,-,1,4,12,5,1,-,-,-,-
G30.1,Alzheimers sjukdom med sen debut,Kv,406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,45,73,115,115,47
,,M,197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,32,39,67,44,8
G30.8,Annan specificerad form av Alzheimers sjukdom,Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,4,6,2
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,-,-
G30.9,"Alzheimers sjukdom, ospecificerad",Kv,575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,51,125,130,162,72
,,M,296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,22,59,72,69,59,13
G31.0,Lokaliserad hjärnatrofi,Kv,33,-,-,-,-,-,-,-,-,-,-,-,1,1,3,5,8,5,8,1,1,-
,,M,15,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,4,2,2,2,-
G31.2,Degeneration i nervsystemet orsakad av alkohol,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
G31.8,Andra specificerade degenerativa sjukdomar i nervsystemet,Kv,36,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,5,11,3,13,2,-
,,M,54,-,-,1,-,-,-,1,-,-,-,1,-,-,-,3,9,15,13,10,1,-
G31.9,"Degenerativ sjukdom i nervsystemet, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,-,3,-,-
G35-G37,Myelinförstörande sjukdomar i centrala nervsystemet,Kv,47,-,-,-,-,-,-,-,-,-,1,1,-,4,3,7,8,11,6,3,2,1
,,M,31,-,-,-,-,-,-,-,1,-,-,2,4,2,-,7,5,6,1,3,-,-
G35,Multipel skleros,Kv,47,-,-,-,-,-,-,-,-,-,1,1,-,4,3,7,8,11,6,3,2,1
,,M,31,-,-,-,-,-,-,-,1,-,-,2,4,2,-,7,5,6,1,3,-,-
G40-G47,Episodiska och paroxysmala sjukdomar,Kv,34,-,-,-,-,1,-,-,-,-,-,1,1,-,2,3,5,6,4,4,6,1
,,M,46,-,-,-,-,1,2,1,1,2,-,1,3,4,4,5,6,7,3,3,3,-
G40.6,"Grand mal-anfall, ospecificerat (med eller utan absenser)",M,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G40.9,"Epilepsi, ospecificerad",Kv,20,-,-,-,-,1,-,-,-,-,-,1,1,-,2,1,2,6,1,1,4,-
,,M,32,-,-,-,-,1,1,1,1,2,-,1,3,3,3,3,2,5,2,1,3,-
G41.2,Status epilepticus med komplexa partiella anfall,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G41.8,Annat specificerat status epilepticus,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
G41.9,"Status epilepticus, ospecificerat",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,1,2,1,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,4,1,1,2,-,-
G45.9,"Transitorisk cerebral ischemisk attack, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
G47.3,Sömnapnésyndrom,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
G60-G64,Polyneuropatier (samtidig sjukdom i flera perifera nerver) och andra sjukdomar i perifera nervsystemet,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,3
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,1,-,1
G60.0,Hereditär motorisk och sensorisk neuropati,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
G60.8,Andra specificerade hereditära och idiopatiska neuropatier,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G61.0,Guillain-Barrés syndrom,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
G61.8,Andra specificerade inflammatoriska polyneuropatier,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
G62.9,"Polyneuropati, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
G70-G73,Neuromuskulära transmissionsrubbningar (rubbningar i överföring av impulser mellan nerver och muskler) och sjukdomar i muskler,Kv,15,-,-,-,-,-,1,-,-,2,-,-,1,1,-,-,1,3,3,3,-,-
,,M,22,1,1,-,-,-,-,2,-,1,1,-,1,2,1,1,2,6,-,3,-,-
G70.0,Myasthenia gravis,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,1,-,-
G70.2,Medfödd och utvecklingsrelaterad myasteni,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G70.9,"Neuromuskulär transmissionsrubbning, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G71.0,Muskeldystrofi,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-
,,M,6,-,-,-,-,-,-,2,-,1,-,-,-,-,1,1,-,1,-,-,-,-
G71.1,Myotona sjukdomar,Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-
G71.2,Medfödda myopatier,Kv,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G71.3,Mitokondriell myopati som ej klassificeras på annan plats,Kv,2,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
G72.1,Alkoholutlöst myopati,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G72.4,Inflammatorisk myopati som ej klassificeras på annan plats,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-
G72.9,"Myopati, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G80-G83,Cerebral pares och andra förlamningssyndrom,Kv,10,-,-,-,1,-,-,-,-,1,-,-,1,1,-,2,-,1,2,-,1,-
,,M,21,-,-,1,1,1,1,-,-,2,-,-,1,-,-,3,5,5,1,-,-,-
G80.0,Spastisk tetraplegisk cerebral pares,Kv,2,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G80.1,Spastisk diplegisk cerebral pares,Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
G80.8,Annan specificerad form av cerebral pares,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G80.9,"Cerebral pares, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-
,,M,14,-,-,1,1,-,1,-,-,1,-,-,1,-,-,3,3,3,-,-,-,-
G81.9,"Hemipares, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G82.1,Spastisk parapares,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G82.2,"Parapares, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G82.5,"Tetrapares, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G90-G99,Andra sjukdomar i nervsystemet,Kv,26,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,6,6,4,3,5,-
,,M,30,1,-,-,-,-,-,-,-,1,-,-,-,3,3,7,2,2,5,3,1,2
G90.9,"Sjukdom i autonoma nervsystemet, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
G91.1,Obstruktiv hydrocefalus,Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
G91.2,Normaltryckshydrocefalus,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,2,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2
G91.9,"Hydrocefalus, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G92,Toxisk encefalopati (hjärnsjukdom),M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G93.1,Anoxisk hjärnskada som ej klassificeras på annan plats,Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,3,1,-,1,-
,,M,12,1,-,-,-,-,-,-,-,1,-,-,-,2,2,4,-,-,1,1,-,-
G93.2,Benign intrakraniell hypertension,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G93.4,"Encefalopati, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
G93.8,Andra specificerade sjukdomar i hjärnan,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G93.9,"Hjärnsjukdom, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-
G96.8,Andra specificerade sjukdomar i centrala nervsystemet,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
G98,Andra sjukdomar i nervsystemet som ej klassificeras annorstädes,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,1,-
I00-I99,KAP IX. CIRKULATIONSORGANENS SJUKDOMAR,Kv,6713,-,-,-,1,-,2,-,4,6,8,25,28,46,86,184,354,665,948,1446,1693,1217
,,M,6686,-,-,1,1,3,1,2,7,15,17,47,94,162,258,432,742,993,1138,1312,1000,461
I05-I09,Kroniska reumatiska hjärtsjukdomar,Kv,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,5,4,7,1
,,M,13,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,1,4,4,-,-
I05.0,Mitralisstenos,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
I05.9,"Mitralisklaffel, ospecificerat",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-
I07.1,Trikuspidalisinsufficiens,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,2,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-
I08.0,Sjukdomar i både mitralis- och aortaklaffar,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
I08.1,Sjukdomar i både mitralis- och trikuspidalisklaffar,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-
I08.2,Sjukdomar i både aorta- och trikuspidalisklaffar,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I08.3,"Kombinerade sjukdomar i mitralis-, aorta- och trikuspidalisklaffar",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I10-I15,Hypertonisjukdomar (högt blodtryck och därmed sammanhängande sjukdomar),Kv,856,-,-,-,-,-,-,-,-,-,-,1,1,1,4,10,24,50,90,185,261,229
,,M,450,-,-,-,-,-,-,-,-,2,-,-,3,5,4,18,45,62,74,101,85,51
I10,Essentiell hypertoni (högt blodtryck utan känd orsak),Kv,295,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,11,21,33,60,86,79
,,M,125,-,-,-,-,-,-,-,-,-,-,-,1,1,2,5,15,28,17,16,24,16
