"Tabell 4A: Döda januari-juni 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
F01.1,Multiinfarktdemens,Kv,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,3
,,M,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,7,1,-
F01.2,"Subkortikal vaskulär demens",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
F01.3,"Blandad kortikal och subkortikal vaskulär demens",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
F01.9,"Vaskulär demens, ospecificerad",Kv,469,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,13,23,75,134,161,60
,,M,339,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,11,44,78,104,76,23
F03,"Ospecificerad demens",Kv,1583,-,-,-,-,-,-,-,-,-,-,-,1,-,3,6,24,83,236,410,496,324
,,M,798,-,-,-,-,-,-,-,-,-,-,-,-,2,4,4,39,70,181,249,188,61
F05.0,"Delirium utan underliggande demenssjukdom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
F06.8,"Andra specificerade psykiska syndrom och störningar orsakade av hjärnskada, cerebral dysfunktion eller kroppslig sjukdom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F10-F19,"Psykiska störningar och beteendestörningar orsakade av psykoaktiva substanser",Kv,32,-,-,-,-,-,-,-,-,-,-,-,2,4,3,10,6,4,2,1,-,-
,,M,130,-,-,-,-,-,-,-,-,-,3,3,6,13,20,26,22,20,14,3,-,-
F10.1,"Psykiska störningar och beteendestörningar orsakade av alkohol-Skadligt bruk",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,1,2,1,-,-,-
,,M,25,-,-,-,-,-,-,-,-,-,-,1,-,2,2,5,4,8,3,-,-,-
F10.2,"Psykiska störningar och beteendestörningar orsakade av alkohol-Beroendesyndrom",Kv,14,-,-,-,-,-,-,-,-,-,-,-,2,2,1,6,3,-,-,-,-,-
,,M,64,-,-,-,-,-,-,-,-,-,2,1,3,9,15,17,8,4,4,1,-,-
F10.3,"Psykiska störningar och beteendestörningar orsakade av alkohol-Abstinens",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F10.4,"Psykiska störningar och beteendestörningar orsakade av alkohol-Abstinens med delirium",M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
F10.6,"Psykiska störningar och beteendestörningar orsakade av alkohol-Amnesisyndrom",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-
F10.7,"Psykiska störningar och beteendestörningar orsakade av alkohol-Psykotisk störning som resttillstånd eller med sen debut",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,1,-,-,-
,,M,26,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,6,6,5,2,-,-
F10.9,"Psykiska störningar och beteendestörningar orsakade av alkohol-Psykisk störning och beteendestörning, ospecificerad",M,7,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,3,1,1,-,-,-
F17.1,"Skadligt bruk av tobak",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F17.9,"Psykisk störning och beteendestörning orsakad av tobak, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F19.1,"Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser-Skadligt bruk",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
F19.2,"Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser-Beroendesyndrom",M,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
F20-F29,"Schizofreni, schizotypa störningar och vanföreställningssyndrom",Kv,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,4,1,2,2,1
,,M,14,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,2,1,3,2,-
F20.0,"Paranoid schizofreni",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-
F20.5,"Schizofrent resttillstånd",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-
F20.9,"Schizofreni, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,-
F22.0,Vanföreställningssyndrom,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
F25.9,"Schizoaffektivt syndrom, ospecificerat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F28,"Andra icke organiska psykotiska störningar",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F29,"Ospecificerad icke organisk psykos",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,2,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
F30-F39,Förstämningssyndrom,Kv,38,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,3,8,9,10,6
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,3,3
F31.9,"Bipolär sjukdom, ospecificerad",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,4,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
F32.3,"Svår depressiv episod med psykotiska symtom",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
F32.9,"Depressiv episod, ospecificerad",Kv,25,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,4,3,8,6
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3
F33.9,"Recidiverande depression, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
F39,"Ospecificerat förstämningssyndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F40-F48,"Neurotiska, stressrelaterade och somatoforma syndrom",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
F41.2,"Blandade ångest- och depressionstillstånd",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
F41.9,"Ångesttillstånd, ospecificerat",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F50-F59,"Beteendestörningar förenade med fysiologiska rubbningar och fysiska faktorer",Kv,2,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
F50.0,"Anorexia nervosa",Kv,2,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
F54,"Psykologiska faktorer och beteendefaktorer med betydelse för störningar eller sjukdomar som klassificeras annorstädes",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
F70-F79,"Psykisk utvecklingsstörning",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,-,1,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2,-,-,-,-
F72.9,"Svår psykisk utvecklingsstörning-Utan uppgift om beteendestörning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
F73.9,"Grav psykisk utvecklingsstörning-Utan uppgift om beteendestörning",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-
F79.9,"Ospecificerad psykisk utvecklingsstörning-Utan uppgift om beteendestörning",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-
F80-F89,"Störningar av psykisk utveckling",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F84.0,"Autism i barndomen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F99-F99,"Ospecificerad psykisk störning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
F99,"Psykisk störning ej specificerad på annat sätt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
"G00 - G99","KAP VI. SJUKDOMAR I NERVSYSTEMET",Kv,1767,-,1,1,2,-,2,1,1,1,5,4,9,14,35,62,128,221,332,440,374,134
,,M,1393,2,-,-,3,3,-,3,4,8,1,14,15,28,35,75,167,250,289,271,188,37
G00-G09,"Inflammatoriska sjukdomar i centrala nervsystemet",Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,5,2,1,1
,,M,14,-,-,-,1,-,-,-,-,1,-,-,-,1,2,2,4,-,1,1,1,-
G00.1,"Meningit orsakad av pneumokocker",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-
G00.9,"Bakteriell meningit, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-
G03.9,"Meningit, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-
G04.2,"Bakteriell meningoencefalit och meningomyelit som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G04.8,"Annan specificerad encefalit, myelit och encefalomyelit",M,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G04.9,"Encefalit, myelit och encefalomyelit, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1
G06.1,"Intraspinal abscess och intraspinalt granulom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
G06.2,"Extradural och subdural abscess, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
G08,"Flebit och tromboflebit i skallens och ryggradskanalens venösa hålrum",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G09,"Sena effekter av inflammatoriska sjukdomar i centrala nervsystemet",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
G10-G14,"Systemiska atrofier som primärt engagerar centrala nervsystemet",Kv,78,-,1,-,-,-,-,1,-,1,1,1,-,6,8,12,15,16,6,7,3,-
,,M,116,1,-,-,-,-,-,-,-,2,-,4,8,11,10,21,19,22,11,2,4,1
G10,"Huntingtons sjukdom",Kv,10,-,-,-,-,-,-,1,-,-,1,-,-,1,2,-,2,2,-,1,-,-
,,M,7,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,1,-,-,1,-,1
G11.1,"Cerebellär ataxi med tidig debut",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G11.2,"Cerebellär ataxi med sen debut",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G11.9,"Hereditär ataxi, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
G12.0,"Infantil spinal muskelatrofi, typ I [Werdnig-Hoffman]",Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G12.1,"Annan hereditär spinal muskelatrofi",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
G12.2,Motorneuronsjukdom,Kv,64,-,-,-,-,-,-,-,-,1,-,1,-,5,6,11,13,12,6,6,3,-
,,M,105,-,-,-,-,-,-,-,-,1,-,4,7,11,8,20,18,21,11,1,3,-
G20-G26,"Basalgangliesjukdomar och rörelserubbningar",Kv,202,-,-,-,-,-,-,-,-,-,-,-,-,1,6,7,13,41,56,52,21,5
,,M,347,-,-,-,-,-,-,-,-,-,1,-,-,3,3,19,41,85,96,65,31,3
G20,"Parkinsons sjukdom",Kv,172,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,11,37,49,46,19,5
,,M,291,-,-,-,-,-,-,-,-,-,-,-,-,1,1,15,35,68,87,55,26,3
G21.0,"Malignt neuroleptikasyndrom",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
G21.1,"Annan läkemedelsutlöst sekundär parkinsonism",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G21.4,"Vaskulär parkinsonism",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,3,3,-
G21.9,"Sekundär parkinsonism, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
G23.1,"Progressiv supranukleär oftalmoplegi [Steele-Richardson-Olszewski]",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,3,1,1,-
,,M,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,4,2,-,-
G23.2,"Multipel systematrofi, parkinsontyp [MSA-P]",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,-,1,1,1,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,2,1,-
G23.3,"Multipel systematrofi, cerebellär typ [MSA-C]",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-
G23.8,"Andra specificerade degenerativa sjukdomar i basala ganglierna",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,1,-,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,4,2,1,-,-
G23.9,"Degenerativ sjukdom i basala ganglierna, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G24.0,"Läkemedelsutlöst dystoni",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G24.9,"Dystoni, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
G25.9,"Basalgangliesjukdom och rörelserubbning, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
G30-G32,"Andra degenerativa sjukdomar i nervsystemet",Kv,1339,-,-,1,-,-,-,-,-,-,-,-,1,2,8,26,73,147,254,365,340,122
,,M,757,-,-,-,1,-,-,-,-,-,-,-,1,-,7,16,80,115,171,190,143,33
G30.0,"Alzheimers sjukdom med tidig debut",Kv,36,-,-,-,-,-,-,-,-,-,-,-,-,1,3,17,8,6,-,1,-,-
,,M,21,-,-,-,-,-,-,-,-,-,-,-,1,-,3,11,5,1,-,-,-,-
G30.1,"Alzheimers sjukdom med sen debut",Kv,483,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,43,81,156,134,52
,,M,261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,39,63,67,60,12
G30.8,"Annan specificerad form av Alzheimers sjukdom",Kv,24,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,5,6,4,5,3
,,M,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,5,3,1
G30.9,"Alzheimers sjukdom, ospecificerad",Kv,718,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,40,75,144,200,192,65
,,M,370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,48,90,103,74,19
G31.0,"Lokaliserad hjärnatrofi",Kv,32,-,-,-,-,-,-,-,-,-,-,-,1,1,3,3,2,7,10,1,4,-
,,M,23,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,8,3,4,1,-
G31.1,"Senil degeneration av hjärnan som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G31.2,"Degeneration i nervsystemet orsakad av alkohol",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
G31.8,"Andra specificerade degenerativa sjukdomar i nervsystemet",Kv,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,10,11,3,4,2
,,M,58,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,12,16,12,9,5,1
G31.9,"Degenerativ sjukdom i nervsystemet, ospecificerad",Kv,8,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,-,1,-
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,2,2,-,-
G35-G37,"Myelinförstörande sjukdomar i centrala nervsystemet",Kv,58,-,-,-,-,-,-,-,-,-,1,-,2,4,6,8,19,7,3,5,3,-
,,M,26,-,-,-,-,-,-,-,-,-,-,1,2,1,4,4,10,2,2,-,-,-
G35,"Multipel skleros",Kv,58,-,-,-,-,-,-,-,-,-,1,-,2,4,6,8,19,7,3,5,3,-
,,M,26,-,-,-,-,-,-,-,-,-,-,1,2,1,4,4,10,2,2,-,-,-
G40-G47,"Episodiska och paroxysmala sjukdomar",Kv,27,-,-,-,-,-,1,-,1,-,2,2,1,-,5,-,2,2,4,3,3,1
,,M,40,1,-,-,-,-,-,1,2,1,-,4,2,2,3,2,4,11,2,3,2,-
G40.5,"Speciella epileptiska syndrom",M,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
G40.9,"Epilepsi, ospecificerad",Kv,15,-,-,-,-,-,1,-,1,-,1,1,1,-,3,-,2,-,2,1,2,-
,,M,23,1,-,-,-,-,-,1,2,1,-,1,1,1,2,1,4,5,1,1,1,-
G41.2,"Status epilepticus med komplexa partiella anfall",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
G41.9,"Status epilepticus, ospecificerat",Kv,7,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,2,1,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,1,1,1,-
G45.9,"Transitorisk cerebral ischemisk attack, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G47.3,Sömnapnésyndrom,Kv,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,3,-,-,-,-
G47.4,"Narkolepsi och kataplexi",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
G60-G64,"Polyneuropatier (samtidig sjukdom i flera perifera nerver) och andra sjukdomar i perifera nervsystemet",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,2,2,-
G60.0,"Hereditär motorisk och sensorisk neuropati",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
G61.0,"Guillain-Barrés syndrom",M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,1,1,-
G61.8,"Andra specificerade inflammatoriska polyneuropatier",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G62.9,"Polyneuropati, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G70-G73,"Neuromuskulära transmissionsrubbningar (rubbningar i överföring av impulser mellan nerver och muskler) och sjukdomar i muskler",Kv,12,-,-,-,-,-,-,-,-,-,1,-,4,1,-,3,1,-,1,-,1,-
,,M,32,-,-,-,-,-,-,-,1,2,-,3,1,4,3,4,3,6,1,2,2,-
G70.0,"Myasthenia gravis",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,2,-
G70.9,"Neuromuskulär transmissionsrubbning, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G71.0,Muskeldystrofi,M,9,-,-,-,-,-,-,-,1,2,-,2,-,-,2,-,-,2,-,-,-,-
G71.1,"Myotona sjukdomar",Kv,7,-,-,-,-,-,-,-,-,-,1,-,3,1,-,2,-,-,-,-,-,-
,,M,7,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,1,1,-,-,-,-
G71.3,"Mitokondriell myopati som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-
G71.9,"Primär muskelsjukdom, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G72.4,"Inflammatorisk myopati som ej klassificeras på annan plats",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
G72.9,"Myopati, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
G80-G83,"Cerebral pares och andra förlamningssyndrom",Kv,13,-,-,-,1,-,1,-,-,-,-,1,-,-,2,2,2,2,1,-,-,1
,,M,26,-,-,-,1,2,-,1,1,2,-,1,1,2,2,3,-,5,2,1,2,-
G80.0,"Spastisk tetraplegisk cerebral pares",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,2,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
G80.1,"Spastisk diplegisk cerebral pares",Kv,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,4,-,-,-,-,1,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-
G80.2,"Spastisk hemiplegisk cerebral pares",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G80.8,"Annan specificerad form av cerebral pares",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-
G80.9,"Cerebral pares, ospecificerad",Kv,6,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,2,1,-,-,-,-
,,M,11,-,-,-,-,1,-,-,1,1,-,1,-,1,1,1,-,2,1,-,1,-
G81.9,"Hemipares, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
G82.1,"Spastisk parapares",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G82.2,"Parapares, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G82.5,"Tetrapares, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
G83.4,"Cauda equina-syndrom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
G83.9,"Förlamningssyndrom, ospecificerade",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G90-G99,"Andra sjukdomar i nervsystemet",Kv,20,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,2,4,1,4,2,4
,,M,27,-,-,-,-,1,-,1,-,-,-,1,-,3,-,3,5,4,3,5,1,-
G90.4,"Autonom dysreflexi",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
G90.9,"Sjukdom i autonoma nervsystemet, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
G91.0,"Kommunicerande hydrocefalus",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G91.2,Normaltryckshydrocefalus,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,-
G91.8,"Annan specificerad hydrocefalus",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G91.9,"Hydrocefalus, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
,,M,6,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,1,1,-,1,-,-
