"Tabell 4A. Döda 2017 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,
"Deaths 2017 by underlying cause of death (ICD detailed list), sex and age. Number.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,Ålder,Ålder,,,,,,,,,,,,,,,,,,,
,,M,58,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,6,6,18,11,15
E14.0,"Icke specificerad diabetes mellitus, med koma",Kv,12,-,-,-,-,-,-,-,1,-,1,-,2,1,-,3,3,-,-,1,-
,,M,21,-,-,-,-,-,-,-,1,-,-,1,5,5,3,1,2,1,2,-,-
E14.1,"Icke specificerad diabetes mellitus, med acidos eller hyperosmolaritet (utan koma)",Kv,15,-,-,-,-,-,-,-,-,-,-,1,-,-,1,4,2,-,4,2,1
,,M,18,-,-,-,-,-,-,1,-,-,-,1,2,-,5,2,1,3,2,-,1
E14.2,"Icke specificerad diabetes mellitus, med njurkomplikationer",Kv,85,-,-,-,-,-,-,-,-,1,-,-,-,2,2,5,7,11,18,17,22
,,M,116,-,-,-,-,-,-,-,-,-,-,1,1,2,4,8,12,14,23,25,26
E14.3,"Icke specificerad diabetes mellitus, med ögonkomplikationer",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
E14.4,"Icke specificerad diabetes mellitus, med neurologiska komplikationer",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
E14.5,"Icke specificerad diabetes mellitus, med perifera kärlkomplikationer",Kv,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,9,6,8,13
,,M,29,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,10,7,5,4
E14.6,"Icke specificerad diabetes mellitus, med andra specificerade komplikationer",Kv,172,-,-,-,-,-,-,-,-,-,-,1,1,5,2,4,13,29,30,39,48
,,M,198,-,-,-,-,-,-,-,-,1,-,1,4,3,13,14,32,37,33,35,25
E14.7,"Icke specificerad diabetes mellitus, med multipla komplikationer",Kv,110,-,-,-,-,-,-,-,-,-,-,-,1,3,6,8,12,12,23,22,23
,,M,151,-,-,-,-,-,-,-,-,-,1,2,5,4,9,12,17,21,32,25,23
E14.8,"Icke specificerad diabetes mellitus, med icke specificerade komplikationer",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,4,3
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,4,2,-
E14.9,"Icke specificerad diabetes mellitus, utan (uppgift om) komplikationer",Kv,169,-,-,-,-,-,-,-,-,-,-,-,1,3,2,2,9,15,31,42,64
,,M,129,-,-,-,-,-,-,-,-,-,-,-,1,3,5,9,17,11,23,29,31
E15–E16,"Andra rubbningar i glukosreglering och bukspottkörtelns inre sekretion",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
E16.2,"Hypoglykemi, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
E20–E35,"Sjukdomar i andra endokrina körtlar",Kv,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,4
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,2,3,1,1
E21.0,"Primär hyperparatyreoidism",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-
E21.3,"Hyperparatyreoidism, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
E23.0,Hypopituitarism,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E23.2,"Diabetes insipidus",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E24.3,"Ektopiskt ACTH-syndrom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E26.0,"Primär hyperaldosteronism",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E27.1,"Primär binjurebarksinsufficiens",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-
E27.4,"Annan och icke specificerad binjurebarksinsufficiens",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
E27.8,"Andra specificerade sjukdomar i binjure",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
E40–E46,Näringsbrist,Kv,62,-,-,-,-,-,-,-,-,-,1,-,-,1,1,2,3,8,9,19,18
,,M,33,-,-,-,-,-,-,-,-,-,-,-,-,2,-,4,4,2,5,6,10
E41,"Svår energiundernäring",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1
E43,"Icke specificerad svår undernäring",Kv,11,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,2,-,5,2
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,1,-,-
E46,"Icke specificerad protein-energiundernäring",Kv,51,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,3,6,9,14,16
,,M,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,1,4,5,9
E50–E64,"Andra näringsbristtillstånd",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-
E51.2,"Wernickes encefalopati",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-
E61.1,Järnbrist,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
E65–E68,"Fetma och andra övernäringstillstånd",Kv,59,-,-,-,-,-,3,-,-,-,1,3,1,4,8,3,14,10,4,6,2
,,M,47,-,-,-,-,-,-,-,-,2,2,4,4,3,2,6,10,8,3,3,-
E66.2,"Extrem fetma med alveolär hypoventilation",Kv,15,-,-,-,-,-,-,-,-,-,1,-,-,1,2,2,4,2,2,1,-
,,M,11,-,-,-,-,-,-,-,-,1,-,2,1,1,-,2,2,2,-,-,-
E66.8,"Annan specificerad fetma",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E66.9,"Fetma, ospecificerad",Kv,43,-,-,-,-,-,3,-,-,-,-,3,1,3,5,1,10,8,2,5,2
,,M,36,-,-,-,-,-,-,-,-,1,2,2,3,2,2,4,8,6,3,3,-
E70–E90,Ämnesomsättningssjukdomar,Kv,159,7,2,1,-,-,3,-,1,1,1,1,2,2,3,6,16,14,28,23,48
,,M,158,3,1,-,-,-,1,1,1,-,2,2,3,8,9,12,23,26,25,24,17
E71.3,"Rubbningar i fettsyraomsättningen",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E72.0,"Rubbningar i aminosyratransporten",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
E72.5,"Rubbningar i glycinomsättningen",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E75.2,"Andra specificerade sfingolipidoser",Kv,2,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-
E75.5,"Andra specificerade rubbningar i fettupplagringen",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E76.0,"Mukopolysackaridos, typ I",Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E76.2,"Andra specificerade mukopolysackaridoser",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
E77.8,"Andra specificerade rubbningar i omsättningen av glykoprotein",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E78.0,"Isolerad hyperkolesterolemi",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4,1
E78.4,"Andra specificerade hyperlipidemier",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E78.5,"Hyperlipidemi, ospecificerad",Kv,18,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,3,3,4,2,3
,,M,26,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,3,6,6,2,6
E78.9,"Rubbning i omsättningen av lipoprotein, ospecificerad",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,5
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-
E83.0,"Rubbningar i kopparomsättningen",M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
E83.1,"Rubbningar i järnomsättningen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E83.5,"Rubbningar i kalciumomsättningen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
E84.0,"Cystisk fibros med lungmanifestationer",Kv,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E84.8,"Cystisk fibros med andra manifestationer",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
E84.9,"Cystisk fibros, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E85.1,"Neuropatisk heredofamiljär amyloidos",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
E85.2,"Heredofamiljär amyloidos, ospecificerad",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-
E85.3,"Sekundär systemamyloidos",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E85.4,"Organbegränsad amyloidos",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,-
,,M,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,4,4,4,2
E85.8,"Annan amyloidos",Kv,5,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,1,-,-
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1,-,-
E85.9,"Amyloidos, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2,-,-
,,M,14,-,-,-,-,-,-,-,-,-,1,1,-,-,1,2,4,1,2,1,1
E86,"Minskad vätskevolym",Kv,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,5,8,32
,,M,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,8,4
E87.0,"Hyperosmolalitet och hypernatremi",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,3
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-
E87.1,"Hyposmolalitet och hyponatremi",Kv,8,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,3,3,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
E87.2,Acidos,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,2,3,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,-,2,-,1,-
E87.3,Alkalos,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E87.5,Hyperkalemi,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-
E87.6,Hypokalemi,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,4,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
E87.7,"Ökad vätskevolym",M,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
E87.8,"Andra elektrolyt- och vätskerubbningar som ej klassificeras annorstädes",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
E88.0,"Rubbningar i plasmaproteinomsättningen som ej klassificeras annorstädes",Kv,6,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,2,-,-,1
,,M,13,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,3,2,1,-,-
E88.8,"Andra specificerade ämnesomsättningssjukdomar",Kv,3,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
E88.9,"Ämnesomsättningssjukdom, ospecificerad",Kv,6,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,1,-,1
,,M,6,2,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1
"F00 – F99","KAP V. PSYKISKA SJUKDOMAR OCH BETEENDESTÖRNINGAR",Kv,4 236,-,-,-,-,-,-,2,-,4,1,2,8,10,19,50,89,218,554,1 163,2 116
,,M,2 324,-,-,-,-,-,2,-,1,1,8,5,15,20,39,60,139,227,476,664,667
F00–F09,"Organiska, inklusive symtomatiska, psykiska störningar",Kv,4 023,-,-,-,-,-,-,-,-,-,-,-,-,1,3,21,74,201,527,1 134,2 062
,,M,2 069,-,-,-,-,-,-,-,-,-,-,-,-,1,6,20,91,206,449,643,653
F01.1,Multiinfarktdemens,Kv,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,5,4,11
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2
F01.2,"Subkortikal vaskulär demens",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1
F01.3,"Blandad kortikal och subkortikal vaskulär demens",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,2
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F01.9,"Vaskulär demens, ospecificerad",Kv,837,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,46,119,241,421
,,M,542,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,22,56,124,175,156
F03,"Ospecificerad demens",Kv,3 151,-,-,-,-,-,-,-,-,-,-,-,-,1,3,19,63,153,401,885,1 626
,,M,1 512,-,-,-,-,-,-,-,-,-,-,-,-,1,4,13,68,150,320,462,494
F05.1,"Delirium med underliggande demenssjukdom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F05.9,"Delirium, ospecificerat",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
F06.9,"Psykisk störning, ospecificerad, orsakad av hjärnskada, cerebral dysfunktion eller kroppslig sjukdom",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
F10–F19,"Psykiska störningar och beteendestörningar orsakade av psykoaktiva substanser",Kv,66,-,-,-,-,-,-,-,-,2,-,1,6,7,11,20,5,4,5,2,3
,,M,185,-,-,-,-,-,2,-,1,1,8,4,12,16,28,36,31,15,17,9,5
F10.1,"Psykiska störningar och beteendestörningar orsakade av alkohol, skadligt bruk",Kv,21,-,-,-,-,-,-,-,-,-,-,-,1,3,3,8,3,-,2,1,-
,,M,57,-,-,-,-,-,-,-,-,1,2,1,2,3,7,14,10,5,6,4,2
F10.2,"Psykiska störningar och beteendestörningar orsakade av alkohol, beroendesyndrom",Kv,27,-,-,-,-,-,-,-,-,2,-,1,5,1,6,8,1,2,1,-,-
,,M,69,-,-,-,-,-,-,-,-,-,3,2,8,11,15,12,11,3,1,2,1
F10.3,"Psykiska störningar och beteendestörningar orsakade av alkohol, abstinens",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
F10.4,"Psykiska störningar och beteendestörningar orsakade av alkohol, abstinens med delirium",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
F10.6,"Psykiska störningar och beteendestörningar orsakade av alkohol, amnesisyndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,-,-
F10.7,"Psykiska störningar och beteendestörningar orsakade av alkohol, psykotisk störning som resttillstånd eller med sen debut",Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,1,2,1,2
,,M,33,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,6,6,8,3,2
F10.9,"Psykiska störningar och beteendestörningar orsakade av alkohol, psykisk störning och beteendestörning, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-
F11.1,"Psykiska störningar och beteendestörningar orsakade av opioider, skadligt bruk",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
F15.1,"Psykiska störningar och beteendestörningar orsakade av andra stimulantia, däribland koffein, skadligt bruk",M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-
F17.1,"Psykiska störningar och beteendestörningar orsakade av tobak, skadligt bruk",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F17.9,"Psykiska störningar och beteendestörningar orsakade av tobak, psykisk störning och beteendestörning, ospecificerad",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-
F19.1,"Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser, skadligt bruk",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-
F19.2,"Psykiska störningar och beteendestörningar orsakade av flera droger i kombination och av andra psykoaktiva substanser, beroendesyndrom",M,7,-,-,-,-,-,2,-,1,-,2,1,-,-,1,-,-,-,-,-,-
F20–F29,"Schizofreni, schizotypa störningar och vanföreställningssyndrom",Kv,40,-,-,-,-,-,-,-,-,-,-,1,1,-,1,4,4,3,6,7,13
,,M,21,-,-,-,-,-,-,-,-,-,-,1,2,-,2,2,4,1,3,3,3
F20.0,"Paranoid schizofreni",Kv,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-,2
,,M,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-
F20.5,"Schizofrent resttillstånd",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,3,2,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
F20.9,"Schizofreni, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,-,-,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-,2,1,1
F22.0,Vanföreställningssyndrom,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,5
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
F25.9,"Schizoaffektivt syndrom, ospecificerat",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-
F29,"Ospecificerad icke organisk psykos",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,4
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F30–F39,Förstämningssyndrom,Kv,68,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,6,12,18,28
,,M,31,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,8,3,5,7,6
F31.9,"Bipolär sjukdom, ospecificerad",Kv,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,3,5,5
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,2,2,-
F32.1,"Medelsvår depressiv episod",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
F32.3,"Svår depressiv episod med psykotiska symtom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
F32.8,"Andra specificerade depressiva episoder",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F32.9,"Depressiv episod, ospecificerad",Kv,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,9,22
,,M,21,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,4,2,3,4,6
F33.9,"Recidiverande depression, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-
F39,"Ospecificerat förstämningssyndrom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F40–F48,"Neurotiska, stressrelaterade och somatoforma syndrom",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,9
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F41.2,"Blandade ångest- och depressionstillstånd",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1
F41.9,"Ångesttillstånd, ospecificerat",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,7
F43.2,Anpassningsstörning,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F44.8,"Andra specificerade dissociativa syndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
F50–F59,"Beteendestörningar förenade med fysiologiska rubbningar och fysiska faktorer",Kv,6,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,2,1,-,-,-
F50.0,"Anorexia nervosa",Kv,4,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,1,-,-,-
F54,"Psykologiska faktorer och beteendefaktorer med betydelse för störningar eller sjukdomar som klassificeras annorstädes",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
F60–F69,"Personlighetsstörningar och beteendestörningar hos vuxna",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
F60.9,"Personlighetsstörning, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
F62.9,"Varaktig personlighetsförändring, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F70–F79,"Psykisk utvecklingsstörning",Kv,15,-,-,-,-,-,-,-,-,1,-,-,1,2,2,2,1,2,3,-,1
,,M,13,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,4,2,2,-,-
F72.9,"Svår psykisk utvecklingsstörning, utan uppgift om beteendestörningar",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
F73,"Grav psykisk utvecklingsstörning",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
F73.9,"Grav psykisk utvecklingsstörning, utan uppgift om beteendestörningar",Kv,3,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
F79.9,"Ospecificerad psykisk utvecklingsstörning, utan uppgift om beteendestörningar",Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,2,3,-,1
,,M,10,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,3,2,1,-,-
F80–F89,"Störningar av psykisk utveckling",Kv,3,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
F84.0,"Autism i barndomen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
F84.2,"Retts syndrom",Kv,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
F99–F99,"Ospecificerad psykisk störning",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
F99,"Psykisk störning ej specificerad på annat sätt",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
"G00 – G99","KAP VI. SJUKDOMAR I NERVSYSTEMET",Kv,3 167,5,2,3,3,7,3,5,5,4,4,16,28,48,53,128,272,344,572,802,863
,,M,2 245,8,2,-,4,2,3,5,7,6,11,13,29,50,69,139,287,357,426,492,335
G00–G09,"Inflammatoriska sjukdomar i centrala nervsystemet",Kv,26,-,-,-,1,-,1,-,-,-,-,1,-,4,2,3,3,4,3,4,-
,,M,28,-,-,-,-,-,-,-,1,-,-,-,1,6,3,3,3,4,4,3,-
G00.1,"Meningit orsakad av pneumokocker",Kv,5,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,3,-,-,-,-
G00.2,"Meningit orsakad av streptokocker",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
G00.3,"Meningit orsakad av stafylokocker",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
G00.8,"Andra bakteriella meningiter",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
G00.9,"Bakteriell meningit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,1,3,2,-,1,-,1,1,-
G03.9,"Meningit, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,2,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-
